age,descent,sex,area,location,intersection,geojson,date,day_of_week,time,reporting_district,lon,lat
20.0,H,F,Olympic,TEMPLE                       ST,BEVERLY                      BL,"-118.2878, 34.0728",2010-07-26,Monday,1415,2019,34.0728,-118.2878
34.0,O,M,N Hollywood,CAHUENGA                     BL,LANKERSHIM                   BL,"-118.3633, 34.1372",2010-07-23,Friday,1615,1599,34.1372,-118.3633
40.0,H,M,Hollenbeck,VALLEY,BOCA,"-118.1841, 34.0626",2010-12-08,Wednesday,1750,437,34.0626,-118.1841
35.0,U,M,Southwest,MARLTON                      AV,SANTOS TOMAS                 DR,"-118.3403, 34.0126",2010-05-27,Thursday,1100,363,34.0126,-118.3403
59.0,H,F,Northeast,LEXINGTON,VERMONT,"-118.2918, 34.0935",2010-09-18,Saturday,2025,1162,34.0935,-118.2918
23.0,H,M,Hollenbeck,ALHAMBRA                     AV,LOMBARDY                     AV,"-118.1724, 34.0736",2010-07-16,Friday,1520,438,34.0736,-118.1724
45.0,O,M,Northeast,TOWNSEND,YOSEMITE,"-118.2015, 34.1338",2010-09-26,Sunday,1240,1119,34.1338,-118.2015
48.0,O,F,Topanga,SATICOY                      ST,CANOGA,"-118.5975, 34.2083",2010-01-29,Friday,1500,2136,34.2083,-118.5975
23.0,B,F,77th Street,53RD,DENKER,"-118.3046, 33.9942",2010-09-18,Saturday,930,1215,33.9942,-118.3046
18.0,W,M,Devonshire,WOODLEY,SAN FERNANDO MISSION,"-118.4847, 34.2719",2010-10-01,Friday,735,1738,34.2719,-118.4847
21.0,B,F,Southeast,111TH                        PL,BROADWAY,"-118.2781, 33.9339",2010-05-17,Monday,2105,1842,33.9339,-118.2781
53.0,A,M,Olympic,NORMANDIE                    AV,3RD                          ST,"-118.3004, 34.069",2010-05-16,Sunday,245,2029,34.069,-118.3004
61.0,H,M,Hollywood,6600    SANTA MONICA                 BL,,"-118.3332, 34.0907",2010-02-24,Wednesday,1445,665,34.0907,-118.3332
49.0,O,M,Van Nuys,HAZELTINE                    AV,BURBANK                      BL,"-118.44, 34.1721",2010-06-17,Thursday,1505,946,34.1721,-118.44
26.0,W,M,Devonshire,SIGNATURE,EL ORO,"-118.5029, 34.2893",2010-11-26,Friday,2050,1716,34.2893,-118.5029
56.0,W,F,Van Nuys,WOODMAN                      AV,101 FRWY,"-118.4312, 34.1557",2010-08-29,Sunday,2215,989,34.1557,-118.4312
99.0,W,M,Harbor,ANAHEIM                      ST,ALAMEDA                      AV,"-118.2452, 33.7809",2010-08-12,Thursday,840,529,33.7809,-118.2452
59.0,B,M,Mission,FOOTHILL                     BL,SAYRE                        ST,"-118.4373, 34.3129",2010-11-25,Thursday,2000,1917,34.3129,-118.4373
33.0,W,F,West Valley,VANOWEN,RESEDA                       BL,"-118.536, 34.1939",2010-08-22,Sunday,2230,1024,34.1939,-118.536
89.0,W,M,Wilshire,PICO                         BL,CRESCENT HEIGHTS             BL,"-118.3721, 34.0526",2010-11-29,Monday,1400,752,34.0526,-118.3721
31.0,W,F,Hollywood,HOLLYWOOD                    BL,POINSETTIA                   PL,"-118.3478, 34.1016",2010-12-20,Monday,1110,643,34.1016,-118.3478
44.0,A,M,Rampart,OCCIDENTAL                   BL,COUNCIL                      ST,"-118.2781, 34.0729",2010-07-14,Wednesday,1925,231,34.0729,-118.2781
70.0,O,F,Topanga,SHERMAN,OWENSMOUTH,"-118.6016, 34.201",2010-10-01,Friday,650,2146,34.201,-118.6016
32.0,H,F,Foothill,FOOTHILL                     BL,OSBORNE                      ST,"-118.3938, 34.2736",2010-05-17,Monday,1340,1634,34.2736,-118.3938
35.0,H,M,Newton,48TH,SAN PEDRO,"-118.2696, 33.9998",2010-03-06,Saturday,1730,1362,33.9998,-118.2696
53.0,H,F,Topanga,ROSCOE                       BL,DE SOTO                      AV,"-118.5885, 34.22",2010-08-28,Saturday,2215,2107,34.22,-118.5885
35.0,H,M,Mission,OLIVE VIEW                   DR,COBALT                       ST,"-118.4508, 34.3241",2010-05-10,Monday,720,1902,34.3241,-118.4508
56.0,H,M,Harbor,E                            ST,BAYVIEW                      AV,"-118.2678, 33.7739",2010-01-11,Monday,300,525,33.7739,-118.2678
32.0,W,M,Pacific,MOTOR                        AV,PALMS                        BL,"-118.4074, 34.0249",2010-10-14,Thursday,1900,1406,34.0249,-118.4074
41.0,H,F,Topanga,TOPANGA CANYON               BL,NORDHOFF                     ST,"-118.605, 34.2355",2010-11-22,Monday,1315,2103,34.2355,-118.605
31.0,B,M,West LA,NATIONAL                     BL,VENICE                       BL,"-118.3881, 34.0294",2010-07-25,Sunday,2330,899,34.0294,-118.3881
50.0,H,M,Foothill,STAGG                        ST,WHITSETT                     AV,"-118.4053, 34.2121",2010-05-09,Sunday,1330,1693,34.2121,-118.4053
51.0,B,F,77th Street,5700 S  NORMANDIE                    AV,,"-118.3002, 33.9907",2010-10-28,Thursday,1830,1215,33.9907,-118.3002
55.0,W,M,Wilshire,BEVERLY,ORANGE,"-118.3419, 34.0762",2010-03-03,Wednesday,2320,727,34.0762,-118.3419
38.0,W,M,Hollywood,MELROSE                      AV,VINE                         ST,"-118.3266, 34.0835",2010-05-09,Sunday,1710,676,34.0835,-118.3266
59.0,B,M,Southwest,LA BREA                      AV,ADAMS                        BL,"-118.3519, 34.0325",2010-03-08,Monday,800,331,34.0325,-118.3519
23.0,H,F,Harbor,11TH                         ST,PALOS VERDES                 ST,"-118.2814, 33.7342",2010-11-23,Tuesday,1555,566,33.7342,-118.2814
56.0,O,M,Topanga,CANOGA                       AV,SCHOENBORN                   ST,"-118.5976, 34.221",2010-11-02,Tuesday,1245,2115,34.221,-118.5976
33.0,W,F,Northeast,SUNSET,VIRGIL,"-118.2862, 34.0976",2010-10-05,Tuesday,1745,1152,34.0976,-118.2862
31.0,H,F,Southwest,CRENSHAW                     BL,JEFFERSON                    BL,"-118.3351, 34.0256",2010-10-19,Tuesday,915,334,34.0256,-118.3351
44.0,W,M,Topanga,TOPANGA CANYON               BL,DE LA GUERRA                 ST,"-118.6058, 34.1652",2010-01-27,Wednesday,1750,2185,34.1652,-118.6058
41.0,H,F,N Hollywood,VICTORY                      BL,BELLINGHAM                   AV,"-118.3987, 34.1867",2010-12-13,Monday,1720,1524,34.1867,-118.3987
69.0,W,M,Harbor,500 S  GAFFEY                       ST,,"-118.2923, 33.7397",2010-01-11,Monday,830,557,33.7397,-118.2923
27.0,H,M,Rampart,TEMPLE                       ST,PARK VIEW                    ST,"-118.2719, 34.0716",2010-07-05,Monday,100,235,34.0716,-118.2719
30.0,H,M,Devonshire,ROSCOE                       BL,ZELZAH                       AV,"-118.523, 34.2209",2010-04-18,Sunday,1940,1795,34.2209,-118.523
53.0,W,F,Harbor,PACIFIC COAST                HY,NORMANDIE,"-118.2975, 33.7899",2010-07-15,Thursday,2055,513,33.7899,-118.2975
47.0,W,F,Foothill,FOOTHILL                     BL,TUJUNGA CANYON               BL,"-118.2761, 34.2465",2010-04-20,Tuesday,950,1658,34.2465,-118.2761
47.0,W,M,Pacific,WASHINGTON                   WY,ABBOT KINNEY                 BL,"-118.4598, 33.988",2010-02-25,Thursday,2200,1441,33.988,-118.4598
39.0,H,M,Mission,CHATSWORTH                   ST,SEPULVEDA                    BL,"-118.4673, 34.2646",2010-04-22,Thursday,1150,1945,34.2646,-118.4673
48.0,X,M,Pacific,S  WORLD                        WY,E  WEST                         WY,"-118.402, 33.943",2010-12-23,Thursday,1955,1414,33.943,-118.402
32.0,H,F,West Valley,BECKFORD,VALERIO,"-118.5514, 34.2048",2010-12-12,Sunday,1700,1011,34.2048,-118.5514
43.0,O,M,West LA,SUNSET                       BL,CHAUTAUQUA                   BL,"-118.5174, 34.0417",2010-06-14,Monday,830,802,34.0417,-118.5174
22.0,H,M,Foothill,GLENOAKS,MONTFORD,"-118.4164, 34.2782",2010-01-19,Tuesday,1400,1612,34.2782,-118.4164
28.0,W,M,77th Street,VERMONT                      AV,78TH                         ST,"-118.2914, 33.9688",2010-09-29,Wednesday,2120,1257,33.9688,-118.2914
22.0,W,F,Foothill,FOOTHILL                     BL,PIERCE                       ST,"-118.4002, 34.2794",2010-02-12,Friday,905,1613,34.2794,-118.4002
22.0,H,M,Topanga,OXNARD                       ST,OWENSMOUTH                   AV,"-118.6015, 34.1793",2010-09-19,Sunday,320,2177,34.1793,-118.6015
30.0,H,M,Mission,POLK,WOODCOCK,"-118.4534, 34.3043",2010-05-17,Monday,30,1913,34.3043,-118.4534
51.0,H,M,Devonshire,BALBOA                       BL,SUPERIOR                     ST,"-118.5024, 34.2466",2010-06-17,Thursday,810,1768,34.2466,-118.5024
27.0,H,M,Olympic,WASHINGTON                   BL,BUDLONG                      AV,"-118.2962, 34.04",2010-08-13,Friday,300,2097,34.04,-118.2962
41.0,H,F,Foothill,12000    BRANFORD                     ST,,"-118.3945, 34.2546",2010-10-26,Tuesday,730,1654,34.2546,-118.3945
90.0,B,F,Southwest,MARTIN LUTHER KING           BL,HILLCREST                    DR,"-118.3441, 34.0163",2010-12-08,Wednesday,1530,362,34.0163,-118.3441
24.0,B,M,Olympic,7TH                          ST,IROLO                        ST,"-118.3009, 34.0598",2010-11-28,Sunday,1745,2034,34.0598,-118.3009
56.0,B,M,Southeast,112TH                        ST,CROESUS                      AV,"-118.2335, 33.9334",2010-10-20,Wednesday,1015,1849,33.9334,-118.2335
63.0,W,M,Rampart,OLYMPIC,HOOVER,"-118.2842, 34.0524",2010-09-09,Thursday,1745,271,34.0524,-118.2842
20.0,B,M,West Valley,SATICOY                      ST,TAMPA                        AV,"-118.5535, 34.2084",2010-06-16,Wednesday,1630,1011,34.2084,-118.5535
42.0,H,M,Northeast,EDENHURST                    AV,GARDENSIDE                   LN,"-118.2642, 34.1218",2010-09-16,Thursday,20,1123,34.1218,-118.2642
39.0,B,F,Wilshire,VICTORIA PARK                DR,WINDSOR                      BL,"-118.3306, 34.0472",2010-07-27,Tuesday,100,766,34.0472,-118.3306
35.0,O,M,N Hollywood,LAUREL CANYON                BL,MULHOLLAND                   DR,"-118.3775, 34.1236",2010-12-17,Friday,1005,1591,34.1236,-118.3775
43.0,H,F,N Hollywood,LANKERSHIM                   BL,SHERMAN                      WY,"-118.3878, 34.2012",2010-11-16,Tuesday,750,1515,34.2012,-118.3878
43.0,B,M,N Hollywood,LANKERSHIM                   BL,BURBANK                      BL,"-118.379, 34.1722",2010-07-27,Tuesday,1245,1538,34.1722,-118.379
17.0,W,F,Wilshire,SIERRA BONITA                AV,WARING                       AV,"-118.3543, 34.0854",2010-03-27,Saturday,1415,702,34.0854,-118.3543
19.0,O,F,Wilshire,BEVERLY                      BL,LA CIENEGA                   BL,"-118.3766, 34.0761",2010-11-20,Saturday,1730,722,34.0761,-118.3766
26.0,K,F,Wilshire,MULLEN                       AV,8TH                          ST,"-118.3308, 34.061",2010-10-06,Wednesday,2015,749,34.061,-118.3308
36.0,W,M,Mission,NOBLE                        AV,RAYEN                        ST,"-118.4611, 34.2329",2010-12-07,Tuesday,1900,1972,34.2329,-118.4611
36.0,H,F,Hollenbeck,2ND                          ST,EVERGREEN                    AV,"-118.2026, 34.0386",2010-10-29,Friday,805,468,34.0386,-118.2026
41.0,H,M,Foothill,GLENOAKS                     BL,PEORIA                       ST,"-118.3776, 34.2405",2010-11-17,Wednesday,1245,1665,34.2405,-118.3776
52.0,H,M,Hollenbeck,TOPAZ                        ST,PYRITES                      ST,"-118.191, 34.0835",2010-03-04,Thursday,2320,407,34.0835,-118.191
53.0,W,M,West Valley,BALBOA                       BL,VANOWEN                      ST,"-118.5011, 34.1939",2010-06-22,Tuesday,1150,1028,34.1939,-118.5011
21.0,W,M,Topanga,ERWIN                        ST,VARIEL                       AV,"-118.5928, 34.1829",2010-05-27,Thursday,1800,2158,34.1829,-118.5928
37.0,W,M,Pacific,VENICE,TULLER,"-118.418, 34.0124",2010-01-17,Sunday,1645,1437,34.0124,-118.418
21.0,H,M,Northeast,SANTA MONICA                 BL,NORMANDIE                    AV,"-118.3005, 34.0908",2010-05-31,Monday,1600,1161,34.0908,-118.3005
44.0,O,F,Newton,100 W  52ND                         ST,,"-118.274, 33.9956",2010-02-21,Sunday,300,1361,33.9956,-118.274
37.0,O,M,N Hollywood,ETHEL                        AV,SATICOY                      ST,"-118.4178, 34.2089",2010-01-24,Sunday,2000,1501,34.2089,-118.4178
25.0,B,F,Harbor,13TH                         ST,PALOS VERDES                 ST,"-118.2814, 33.7324",2010-09-12,Sunday,1330,566,33.7324,-118.2814
60.0,H,F,Olympic,NEW ENGLAND                  ST,WASHINGTON                   BL,"-118.2877, 34.04",2010-03-21,Sunday,1800,2088,34.04,-118.2877
47.0,A,M,Rampart,RAMPART                      BL,TEMPLE                       ST,"-118.2748, 34.0725",2010-06-22,Tuesday,820,233,34.0725,-118.2748
24.0,H,F,Northeast,GLENDALE                     BL,EARL                         ST,"-118.2592, 34.0962",2010-03-28,Sunday,1950,1144,34.0962,-118.2592
38.0,B,F,Southwest,48TH                         ST,8TH                          AV,"-118.3258, 34",2010-10-16,Saturday,1145,392,34,-118.3258
21.0,H,M,Wilshire,2ND,POINSETTIA,"-118.3486, 34.071",2010-03-07,Sunday,1500,726,34.071,-118.3486
50.0,W,M,Wilshire,BEVERLY,LAUREL,"-118.3648, 34.0761",2010-02-01,Monday,1930,723,34.0761,-118.3648
40.0,B,F,Southwest,WEST                         BL,ADAMS                        BL,"-118.3417, 34.0326",2010-01-27,Wednesday,1605,332,34.0326,-118.3417
53.0,A,F,Devonshire,GOYA                         ST,VAN GOGH                     ST,"-118.5046, 34.3045",2010-02-16,Tuesday,800,1705,34.3045,-118.5046
27.0,W,F,Hollywood,SUNSET                       BL,CAHUENGA                     BL,"-118.3295, 34.098",2010-05-01,Saturday,130,666,34.098,-118.3295
57.0,H,M,Van Nuys,HAZELTINE                    AV,HART                         ST,"-118.44, 34.1976",2010-03-30,Tuesday,1450,915,34.1976,-118.44
40.0,B,M,Olympic,HOOVER                       ST,WILSHIRE                     BL,"-118.2842, 34.0617",2010-02-06,Saturday,300,2039,34.0617,-118.2842
19.0,B,M,Southeast,93RD                         ST,BROADWAY,"-118.2781, 33.9519",2010-10-08,Friday,1925,1802,33.9519,-118.2781
56.0,H,M,Mission,HUBBARD                      ST,GLADSTONE                    AV,"-118.4273, 34.3101",2010-04-17,Saturday,1240,1907,34.3101,-118.4273
23.0,O,M,Southwest,30TH                         ST,HOOVER                       ST,"-118.284, 34.0274",2010-06-29,Tuesday,945,328,34.0274,-118.284
61.0,W,M,Rampart,TOBERMAN                     ST,PICO                         BL,"-118.2761, 34.0438",2010-07-15,Thursday,1930,299,34.0438,-118.2761
26.0,O,F,West Valley,VENTURA                      BL,BECKFORD                     AV,"-118.5512, 34.1726",2010-09-29,Wednesday,1520,1061,34.1726,-118.5512
42.0,H,M,Newton,AVALON                       BL,57TH                         ST,"-118.2652, 33.9907",2010-04-23,Friday,820,1372,33.9907,-118.2652
40.0,O,F,N Hollywood,ERWIN                        ST,COLDWATER CA                 BL,"-118.4095, 34.1849",2010-10-27,Wednesday,2010,1523,34.1849,-118.4095
56.0,W,M,West Valley,HATTERAS,TAMPA,"-118.5535, 34.1758",2010-11-05,Friday,1610,1041,34.1758,-118.5535
31.0,H,F,Mission,BRANFORD                     ST,SHARP                        AV,"-118.4167, 34.2384",2010-02-03,Wednesday,750,1969,34.2384,-118.4167
29.0,H,F,Southeast,IMPERIAL                     HY,GRAND                        AV,"-118.2817, 33.931",2010-01-16,Saturday,230,1842,33.931,-118.2817
18.0,B,F,Southeast,SAN PEDRO                    ST,MANCHESTER                   AV,"-118.2695, 33.9601",2010-06-18,Friday,1515,1803,33.9601,-118.2695
30.0,W,M,Hollenbeck,SOTO                         ST,MULTNOMAH                    ST,"-118.1952, 34.069",2010-11-30,Tuesday,1430,424,34.069,-118.1952
33.0,H,F,Rampart,TEMPLE                       ST,ROSELAKE                     AV,"-118.2701, 34.071",2010-02-28,Sunday,1750,235,34.071,-118.2701
58.0,W,M,Hollywood,VINE                         ST,FRANKLIN                     BL,"-118.3267, 34.1052",2010-09-11,Saturday,1330,637,34.1052,-118.3267
33.0,H,M,Newton,AVALON,VERNON,"-118.2652, 34.0039",2010-11-06,Saturday,1500,1353,34.0039,-118.2652
37.0,B,F,77th Street,MANCHESTER                   AV,HOOVER                       ST,"-118.287, 33.9601",2010-02-12,Friday,605,1273,33.9601,-118.287
31.0,B,M,Southwest,FIGUEROA                     ST,42ND                         ST,"-118.2827, 34.0074",2010-08-28,Saturday,1450,399,34.0074,-118.2827
47.0,W,M,Hollenbeck,MISSION                      RD,GOLDEN STATE                 FY,"-118.2148, 34.0603",2010-09-17,Friday,1350,441,34.0603,-118.2148
44.0,H,M,Harbor,SANTA CRUZ                   ST,S  PACIFIC                      AV,"-118.2879, 33.7442",2010-01-31,Sunday,1235,557,33.7442,-118.2879
33.0,B,M,Northeast,FIGUEROA,AVENUE 22,"-118.2239, 34.0827",2010-04-19,Monday,1115,1177,34.0827,-118.2239
45.0,B,M,Central,6TH                          ST,GLADYS                       AV,"-118.2413, 34.0398",2010-12-13,Monday,1520,157,34.0398,-118.2413
83.0,B,M,77th Street,55TH,FIGUEROA,"-118.2827, 33.9924",2010-08-05,Thursday,1840,1218,33.9924,-118.2827
38.0,H,F,West Valley,TAMPA,CANTARA,"-118.5536, 34.2193",2010-10-04,Monday,800,1001,34.2193,-118.5536
40.0,H,M,Northeast,S  AVENUE 43,PASADENA                     FY,"-118.2063, 34.0933",2010-04-25,Sunday,1400,1179,34.0933,-118.2063
39.0,B,M,Hollenbeck,NOAKES                       ST,CALZONA                      ST,"-118.1965, 34.0141",2010-11-17,Wednesday,1000,499,34.0141,-118.1965
40.0,W,M,Van Nuys,HAZELTINE,RIVERSIDE,"-118.44, 34.1576",2010-08-18,Wednesday,1200,979,34.1576,-118.44
38.0,W,M,Harbor,HAMILTON                     AV,CABRILLO                     AV,"-118.2946, 33.7209",2010-01-02,Saturday,1405,584,33.7209,-118.2946
29.0,B,M,Hollywood,HIGHLAND                     AV,HAWTHORN                     AV,"-118.3387, 34.1006",2010-01-27,Wednesday,1920,645,34.1006,-118.3387
40.0,O,F,West Valley,RESEDA                       BL,STRATHERN                    ST,"-118.5361, 34.2157",2010-06-24,Thursday,300,1004,34.2157,-118.5361
17.0,H,M,N Hollywood,SHERMAN                      WY,LANKERSHIM                   BL,"-118.3878, 34.2012",2010-12-20,Monday,2010,1504,34.2012,-118.3878
19.0,H,F,West LA,SANTA MONICA                 BL,COTNER                       AV,"-118.4461, 34.0471",2010-01-27,Wednesday,2330,854,34.0471,-118.4461
40.0,O,M,Mission,CHATSWORTH,SEPULVEDA,"-118.4673, 34.2646",2010-08-26,Thursday,545,1955,34.2646,-118.4673
17.0,H,M,Mission,RINALDI                      ST,LEV                          AV,"-118.4612, 34.279",2010-08-02,Monday,1100,1931,34.279,-118.4612
39.0,H,F,Rampart,UNION                        AV,SHATTO                       ST,"-118.2696, 34.0562",2010-07-10,Saturday,1330,257,34.0562,-118.2696
42.0,H,F,Topanga,VALLEY CIRCLE,BELL CANYON,"-118.6458, 34.213",2010-11-08,Monday,1450,2111,34.213,-118.6458
44.0,H,F,N Hollywood,VICTORY                      BL,TUJUNGA                      AV,"-118.379, 34.1867",2010-02-26,Friday,430,1527,34.1867,-118.379
55.0,A,M,Olympic,8TH                          ST,HOOVER                       ST,"-118.2842, 34.0577",2010-05-24,Monday,650,2039,34.0577,-118.2842
42.0,H,M,Mission,VAN NUYS                     BL,ARMINTA                      ST,"-118.4488, 34.2143",2010-12-31,Friday,1430,1995,34.2143,-118.4488
42.0,H,M,Topanga,VALLEY CIRCLE                BL,WOOLSEY CANYON               RD,"-118.6426, 34.2345",2010-02-15,Monday,625,2102,34.2345,-118.6426
62.0,O,M,Newton,11TH                         ST,CENTRAL                      AV,"-118.2448, 34.031",2010-04-10,Saturday,920,1317,34.031,-118.2448
30.0,H,F,Newton,BROADWAY,21ST                         ST,"-118.2671, 34.0294",2010-01-20,Wednesday,1115,1321,34.0294,-118.2671
36.0,H,M,77th Street,VAN NESS,SLAUSON,"-118.3171, 33.9891",2010-09-28,Tuesday,1705,1211,33.9891,-118.3171
67.0,W,F,Mission,NORDHOFF                     ST,SEPULVEDA                    BL,"-118.4676, 34.2355",2010-08-13,Friday,855,1971,34.2355,-118.4676
33.0,A,M,Newton,WASHINGTON                   BL,ALAMEDA                      ST,"-118.2333, 34.019",2010-10-21,Thursday,1130,1309,34.019,-118.2333
16.0,H,F,Hollenbeck,LORENA                       ST,LANFRANCO                    ST,"-118.1985, 34.0316",2010-01-14,Thursday,1530,469,34.0316,-118.1985
24.0,B,F,Southeast,COMPTON                      AV,111TH                        ST,"-118.2463, 33.9348",2010-04-28,Wednesday,1420,1837,33.9348,-118.2463
46.0,O,M,Pacific,VENICE,DURANGO,"-118.3933, 34.0266",2010-08-07,Saturday,1915,1409,34.0266,-118.3933
23.0,H,F,Northeast,S  AVENUE 52,S  LONGFELLOW,"-118.1973, 34.1039",2010-09-20,Monday,400,1169,34.1039,-118.1973
30.0,B,F,Harbor,NORMANDIE                    AV,190TH                        ST,"-118.2992, 33.8583",2010-06-19,Saturday,1720,504,33.8583,-118.2992
46.0,W,F,Mission,LANGDON,DEVONSHIRE,"-118.4696, 34.2573",2010-01-22,Friday,1515,1952,34.2573,-118.4696
23.0,W,F,Rampart,BEAUDRY,SUNSET,"-118.2492, 34.0652",2010-07-08,Thursday,2050,219,34.0652,-118.2492
30.0,B,F,Pacific,GLENCOE,MAXELLA,"-118.4403, 33.9873",2010-04-06,Tuesday,1845,1453,33.9873,-118.4403
60.0,H,M,West Valley,VICTORY                      BL,WILBUR                       AV,"-118.5448, 34.1866",2010-01-04,Monday,2115,1033,34.1866,-118.5448
65.0,W,F,N Hollywood,RIVERSIDE,ENSIGN,"-118.3712, 34.1525",2010-04-21,Wednesday,1515,1566,34.1525,-118.3712
32.0,W,F,Newton,35 TH                        ST,NAOMI                        AV,"-118.2719, 34.0223",2010-01-21,Thursday,1725,1331,34.0223,-118.2719
34.0,H,M,Devonshire,PLUMMER                      ST,RESEDA                       BL,"-118.5361, 34.2428",2010-12-20,Monday,2350,1767,34.2428,-118.5361
53.0,H,F,Mission,ALLOTT                       AV,LULL                         ST,"-118.4276, 34.2104",2010-09-04,Saturday,1830,1999,34.2104,-118.4276
35.0,B,M,Hollenbeck,WASHINGTON,SOTO,"-118.22, 34.0173",2010-07-31,Saturday,1730,497,34.0173,-118.22
61.0,B,F,Southeast,ANZAC                        AV,97TH                         ST,"-118.2374, 33.9482",2010-11-05,Friday,1845,1827,33.9482,-118.2374
25.0,O,F,Devonshire,LINDLEY,PARTHENIA,"-118.5273, 34.2287",2010-03-22,Monday,1750,1795,34.2287,-118.5273
39.0,O,M,Hollywood,SUNSET                       BL,CRESCENT HEIGHTS             BL,"-118.3656, 34.098",2010-04-01,Thursday,840,632,34.098,-118.3656
44.0,W,M,Devonshire,THE OLD                      RD,SUNSHINE CANYON              RD,"-118.5202, 34.313",2010-03-16,Tuesday,830,1705,34.313,-118.5202
22.0,H,M,Northeast,SUNSET,NORMANDIE,"-118.3005, 34.0981",2010-12-11,Saturday,1150,1151,34.0981,-118.3005
22.0,W,M,Hollywood,CHEROKEE                     AV,SELMA                        AV,"-118.335, 34.1007",2010-01-08,Friday,155,646,34.1007,-118.335
25.0,W,M,Van Nuys,VAN NUYS                     BL,BURBANK                      BL,"-118.4485, 34.1721",2010-09-18,Saturday,1655,943,34.1721,-118.4485
58.0,O,F,Topanga,VICTORY,FALLBROOK,"-118.6234, 34.1864",2010-04-11,Sunday,1700,2143,34.1864,-118.6234
55.0,H,M,Rampart,WILSHIRE                     BL,UNION                        AV,"-118.2702, 34.0554",2010-05-19,Wednesday,1230,257,34.0554,-118.2702
25.0,W,M,Wilshire,LA CIENEGA                   BL,GUTHRIE                      AV,"-118.3764, 34.0404",2010-03-04,Thursday,1210,782,34.0404,-118.3764
40.0,H,M,Hollenbeck,UNION PACIFIC                AV,CALADA                       DR,"-118.1965, 34.0165",2010-07-17,Saturday,1800,499,34.0165,-118.1965
53.0,B,F,Southwest,JEFFERSON,12TH                         AV,"-118.3317, 34.0256",2010-09-23,Thursday,1745,334,34.0256,-118.3317
29.0,W,M,West LA,GOSHEN                       AV,GRANVILLE                    AV,"-118.4633, 34.0491",2010-06-17,Thursday,2115,832,34.0491,-118.4633
65.0,H,F,Topanga,VARIEL                       AV,LULL                         ST,"-118.5929, 34.2094",2010-09-18,Saturday,2000,2126,34.2094,-118.5929
50.0,H,F,Olympic,NORMANDIE,11TH                         ST,"-118.3, 34.0509",2010-01-10,Sunday,2222,2055,34.0509,-118.3
19.0,H,F,Mission,POLK,FOOTHILL,"-118.4408, 34.3156",2010-10-07,Thursday,750,1904,34.3156,-118.4408
57.0,W,F,Wilshire,MARTEL                       AV,MELROSE                      AV,"-118.3511, 34.0836",2010-06-30,Wednesday,1540,702,34.0836,-118.3511
60.0,H,F,Northeast,FIGUEROA                     ST,AVENUE 60,"-118.1891, 34.1114",2010-08-17,Tuesday,1145,1145,34.1114,-118.1891
30.0,H,F,Newton,37TH,WOODLAWN,"-118.2728, 34.0149",2010-08-05,Thursday,810,1342,34.0149,-118.2728
62.0,H,M,Southeast,MCKINLEY,111TH,"-118.2608, 33.9352",2010-02-24,Wednesday,1500,1844,33.9352,-118.2608
25.0,H,M,Northeast,3200    CANYON                       DR,,"-118.3107, 34.1293",2010-03-19,Friday,1230,1101,34.1293,-118.3107
29.0,H,M,Devonshire,LASSEN                       ST,OWENSMOUTH                   AV,"-118.6017, 34.25",2010-09-21,Tuesday,1035,1751,34.25,-118.6017
27.0,W,F,Wilshire,BEVERLY                      BL,ORLANDO                      AV,"-118.3731, 34.0761",2010-06-28,Monday,1050,711,34.0761,-118.3731
55.0,W,F,West Valley,VENTURA                      BL,WHITE OAK                    AV,"-118.5186, 34.1625",2010-01-20,Wednesday,1515,1065,34.1625,-118.5186
49.0,H,M,Southeast,IMPERIAL                     HY,AVALON                       BL,"-118.2652, 33.931",2010-02-28,Sunday,1000,1844,33.931,-118.2652
61.0,H,F,Northeast,AVENUE 26,HARBOR                       FY,"-118.2174, 34.0862",2010-07-16,Friday,1615,1189,34.0862,-118.2174
38.0,H,M,Devonshire,SUPERIOR                     ST,CORBIN                       AV,"-118.5623, 34.2464",2010-05-30,Sunday,905,1764,34.2464,-118.5623
23.0,H,M,Newton,VERNON,STAUNTON,"-118.242, 34.0039",2010-03-09,Tuesday,1730,1367,34.0039,-118.242
51.0,W,M,77th Street,NORMANDIE                    AV,54TH                         ST,"-118.3002, 33.9932",2010-12-26,Sunday,930,1215,33.9932,-118.3002
33.0,O,F,Wilshire,LA BREA                      AV,6TH                          ST,"-118.344, 34.0649",2010-04-21,Wednesday,850,706,34.0649,-118.344
44.0,W,M,Newton,FLORENCE                     AV,SAN PEDRO                    ST,"-118.2695, 33.9747",2010-05-24,Monday,1737,1395,33.9747,-118.2695
22.0,H,F,Rampart,N  ALVARADO                     ST,HOLLYWOOD                    FY,"-118.2666, 34.0724",2010-09-20,Monday,2210,216,34.0724,-118.2666
26.0,W,F,West LA,SHERBOURNE,PICO,"-118.3796, 34.054",2010-05-29,Saturday,1400,849,34.054,-118.3796
31.0,W,M,Pacific,BROOKS                       AV,LINCOLN                      BL,"-118.4626, 33.9988",2010-07-17,Saturday,1350,1414,33.9988,-118.4626
21.0,W,F,Hollywood,GRACE                        AV,FRANKLIN                     AV,"-118.3321, 34.1053",2010-04-10,Saturday,200,636,34.1053,-118.3321
31.0,W,M,Pacific,MOTOR                        AV,VENICE                       BL,"-118.4039, 34.0204",2010-03-10,Wednesday,200,1407,34.0204,-118.4039
