age,descent,sex,area,location,intersection,geojson,date,day_of_week,time,reporting_district,lon,lat
32.0,H,M,Van Nuys,VANOWEN,FIRMAMENT,"-118.4729, 34.1939",2010-02-02,Tuesday,2130,911,34.1939,-118.4729
21.0,H,M,Newton,CENTRAL                      AV,68TH                         ST,"-118.2564, 33.9784",2010-04-17,Saturday,2335,1395,33.9784,-118.2564
91.0,W,M,West LA,SEPULVEDA                    BL,OHIO,"-118.4456, 34.0492",2010-10-29,Friday,1000,854,34.0492,-118.4456
64.0,H,M,Newton,SAN PEDRO                    ST,70TH                         ST,"-118.2695, 33.9762",2010-03-29,Monday,2010,1395,33.9762,-118.2695
24.0,B,M,Wilshire,WILSHIRE,MUIRFIELD,"-118.3291, 34.062",2010-10-06,Wednesday,1705,749,34.062,-118.3291
56.0,W,M,Topanga,VENTURA,DON PIO,"-118.6038, 34.1685",2010-11-29,Monday,2329,2187,34.1685,-118.6038
30.0,W,M,Northeast,AVE 56,ASH,"-118.1963, 34.1119",2010-10-20,Wednesday,1650,1118,34.1119,-118.1963
30.0,H,F,Southeast,ZAMORA                       AV,E  112TH                        ST,"-118.2511, 33.9331",2010-12-26,Sunday,1230,1864,33.9331,-118.2511
68.0,B,F,Newton,70TH                         ST,MAIN                         ST,"-118.2739, 33.9765",2010-12-13,Monday,1650,1393,33.9765,-118.2739
57.0,W,F,Foothill,VINELAND                     AV,RATNER                       ST,"-118.3703, 34.2174",2010-05-14,Friday,1220,1687,34.2174,-118.3703
29.0,H,M,Southeast,FIGUEROA                     ST,87TH                         ST,"-118.2827, 33.9587",2010-06-08,Tuesday,15,1802,33.9587,-118.2827
45.0,O,F,Mission,HUBBARD,ADELPHIA,"-118.4316, 34.3063",2010-12-31,Friday,1430,1918,34.3063,-118.4316
67.0,J,F,Central,4TH                          ST,MOLINO                       ST,"-118.2341, 34.043",2010-01-10,Sunday,2235,159,34.043,-118.2341
36.0,H,M,Southeast,FIGUEROA                     ST,97TH                         ST,"-118.2827, 33.9483",2010-09-14,Tuesday,815,1821,33.9483,-118.2827
61.0,H,M,Newton,64TH                         ST,BROADWAY,"-118.2783, 33.9814",2010-05-26,Wednesday,1825,1391,33.9814,-118.2783
39.0,O,M,Hollywood,SANTA MONICA                 BL,KINGSLEY                     DR,"-118.3025, 34.0908",2010-08-09,Monday,1505,679,34.0908,-118.3025
33.0,W,M,Topanga,FALLBROOK                    AV,ROSCOE                       BL,"-118.6235, 34.2206",2010-10-10,Sunday,1330,2102,34.2206,-118.6235
20.0,B,F,Southwest,MARTIN LUTHER KING JR        BL,DALTON                       AV,"-118.3034, 34.0109",2010-11-27,Saturday,2215,397,34.0109,-118.3034
42.0,F,F,Northeast,AVENUE 50,MALTA                        ST,"-118.2042, 34.1079",2010-04-03,Saturday,1500,1137,34.1079,-118.2042
27.0,H,H,West Valley,ROSCOE,WOODLEY,"-118.4837, 34.2214",2010-12-15,Wednesday,330,1009,34.2214,-118.4837
52.0,O,M,Foothill,GLENOAKS                     BL,SHELDON                      ST,"-118.3839, 34.2465",2010-10-28,Thursday,1700,1664,34.2465,-118.3839
30.0,H,M,Harbor,PACIFIC COAST                HY,WILMINGTON                   BL,"-118.275, 33.7905",2010-01-25,Monday,1430,515,33.7905,-118.275
29.0,O,F,Topanga,ROSCOE                       BL,MASON                        AV,"-118.5798, 34.2201",2010-11-21,Sunday,1840,2118,34.2201,-118.5798
60.0,H,F,77th Street,45TH                         ST,BUDLONG                      AV,"-118.2959, 34.0027",2010-11-03,Wednesday,840,1204,34.0027,-118.2959
38.0,W,M,Pacific,ROSE                         AV,SPEED                        WY,"-118.4765, 33.9933",2010-05-29,Saturday,1700,1412,33.9933,-118.4765
87.0,B,F,Southwest,30TH                         ST,ROYAL                        ST,"-118.2808, 34.0263",2010-04-02,Friday,1610,328,34.0263,-118.2808
26.0,H,F,Central,ALAMEDA                      ST,5TH                          ST,"-118.2382, 34.0414",2010-10-04,Monday,1315,158,34.0414,-118.2382
30.0,H,F,Central,VIGNES                       ST,CESAR E CHAVEZ               AV,"-118.2319, 34.0566",2010-08-21,Saturday,40,119,34.0566,-118.2319
39.0,H,M,West LA,WESTWOOD                     BL,MISSOURI                     AV,"-118.4341, 34.0467",2010-02-18,Thursday,800,835,34.0467,-118.4341
43.0,W,M,Wilshire,LA CIENEGA,3RD,"-118.3765, 34.073",2010-10-04,Monday,1815,701,34.073,-118.3765
47.0,W,F,Pacific,SAWTELLE                     BL,NATIONAL                     BL,"-118.4308, 34.0255",2010-12-21,Tuesday,2355,1426,34.0255,-118.4308
55.0,W,M,N Hollywood,BURBANK                      BL,WILLOW CREST                 AV,"-118.3626, 34.1722",2010-02-02,Tuesday,1415,1539,34.1722,-118.3626
50.0,A,F,Olympic,3RD                          ST,VERMONT                      AV,"-118.2917, 34.0691",2010-08-23,Monday,730,2029,34.0691,-118.2917
20.0,H,M,Hollywood,SANTA MONICA                 BL,SANTA MONICA                 FY,"-118.3012, 34.0908",2010-07-01,Thursday,1550,679,34.0908,-118.3012
33.0,H,M,Hollywood,FOUNTAIN                     AV,LA BREA                      AV,"-118.3441, 34.0944",2010-07-13,Tuesday,845,644,34.0944,-118.3441
38.0,W,F,Harbor,35TH                         ST,MULLDAE                      AV,"-118.3206, 33.7211",2010-12-07,Tuesday,825,581,33.7211,-118.3206
40.0,H,M,Southeast,GRAHAM,103RD                        ST,"-118.2425, 33.9432",2010-03-22,Monday,1000,1849,33.9432,-118.2425
36.0,H,F,Hollenbeck,6TH                          ST,BREED                        ST,"-118.2144, 34.0378",2010-04-23,Friday,935,473,34.0378,-118.2144
46.0,H,M,Van Nuys,KESTER,SHERMAN                      WY,"-118.4574, 34.2012",2010-04-05,Monday,705,914,34.2012,-118.4574
59.0,W,F,Hollenbeck,CHARLOTTE,CORNWELL,"-118.2039, 34.0573",2010-11-01,Monday,1630,443,34.0573,-118.2039
52.0,W,M,West LA,SUNSET                       BL,LAS LOMAS                    ST,"-118.5387, 34.0485",2010-08-22,Sunday,15,822,34.0485,-118.5387
28.0,O,F,Rampart,CORONADO                     ST,WILSHIRE                     BL,"-118.2814, 34.0605",2010-02-21,Sunday,1230,251,34.0605,-118.2814
59.0,W,M,Hollenbeck,AVENUE 60,MONTEREY                     RD,"-118.1843, 34.1056",2010-09-21,Tuesday,945,404,34.1056,-118.1843
48.0,B,M,Southwest,ADAMS,FIGUEROA,"-118.2749, 34.0282",2010-12-17,Friday,1805,319,34.0282,-118.2749
49.0,B,M,77th Street,VERMONT,59TH                         PL,"-118.2915, 33.9869",2010-12-24,Friday,1210,1239,33.9869,-118.2915
50.0,W,M,Harbor,18TH                         ST,MEYLER                       ST,"-118.2968, 33.7279",2010-09-07,Tuesday,845,584,33.7279,-118.2968
65.0,W,F,Harbor,GAFFEY                       ST,4TH                          ST,"-118.2923, 33.7406",2010-08-22,Sunday,1240,557,33.7406,-118.2923
24.0,A,M,Rampart,BEVERLY                      BL,MADISON                      AV,"-118.2892, 34.0764",2010-06-04,Friday,1900,212,34.0764,-118.2892
49.0,H,F,Northeast,SUNSET,ELYSIAN PARK,"-118.251, 34.0725",2010-07-24,Saturday,2015,1171,34.0725,-118.251
26.0,W,F,Northeast,PASADENA                     FY,ACADEMY                      RD,"-118.2339, 34.0766",2010-01-10,Sunday,1700,1199,34.0766,-118.2339
44.0,F,F,Hollenbeck,KINGSTON                     AV,POMEROY                      ST,"-118.2093, 34.0574",2010-12-21,Tuesday,815,445,34.0574,-118.2093
35.0,H,M,Southwest,6TH                          AV,JEFFERSON                    BL,"-118.3236, 34.0256",2010-02-06,Saturday,1450,354,34.0256,-118.3236
59.0,W,F,Pacific,SAWTELLE,STANWOOD,"-118.4294, 34.0237",2010-10-07,Thursday,1700,1425,34.0237,-118.4294
54.0,H,F,Hollenbeck,1ST                          ST,BOYLE                        AV,"-118.2198, 34.0472",2010-09-10,Friday,1555,452,34.0472,-118.2198
18.0,H,F,Newton,MAIN,49TH,"-118.274, 33.9984",2010-05-21,Friday,1705,1362,33.9984,-118.274
37.0,W,F,Topanga,MULHOLLAND                   DR,VALMAR,"-118.6307, 34.1526",2010-06-20,Sunday,1800,2183,34.1526,-118.6307
31.0,O,F,West LA,PACIFIC COAST,TEMESCAL CANYON,"-118.5357, 34.0359",2010-05-05,Wednesday,900,821,34.0359,-118.5357
57.0,O,F,Northeast,CYPRESS                      AV,DIVISION                     ST,"-118.2363, 34.1027",2010-08-23,Monday,2210,1134,34.1027,-118.2363
32.0,B,F,Newton,JEFFERSON                    BL,BROADWAY,"-118.2738, 34.0192",2010-05-04,Tuesday,745,1331,34.0192,-118.2738
47.0,W,F,N Hollywood,OXNARD                       ST,RADFORD                      AV,"-118.3921, 34.1794",2010-09-30,Thursday,2135,1525,34.1794,-118.3921
19.0,H,F,Hollenbeck,CESAR E CHAVEZ               AV,CUMMINGS                     ST,"-118.2123, 34.0488",2010-11-08,Monday,1125,455,34.0488,-118.2123
23.0,A,F,Pacific,LA CIENEGA                   BL,FAIRVIEW                     BL,"-118.3701, 33.9799",2010-12-17,Friday,2050,1469,33.9799,-118.3701
72.0,W,F,Topanga,TOPANGA CANYON               BL,DUMETZ                       ST,"-118.6058, 34.1569",2010-06-29,Tuesday,1720,2185,34.1569,-118.6058
26.0,W,M,N Hollywood,MOORPARK                     ST,TROOST                       AV,"-118.3866, 34.1504",2010-11-06,Saturday,1255,1563,34.1504,-118.3866
18.0,H,M,Pacific,CULVER                       BL,INGLEWOOD                    BL,"-118.4178, 33.9949",2010-03-24,Wednesday,930,1457,33.9949,-118.4178
33.0,H,F,Mission,ARLETA                       AV,ARLETA                       ST,"-118.4355, 34.251",2010-02-19,Friday,2010,1959,34.251,-118.4355
21.0,B,M,77th Street,79TH                         ST,BROADWAY,"-118.2783, 33.9679",2010-03-25,Thursday,1330,1268,33.9679,-118.2783
23.0,H,F,West Valley,BALBOA                       BL,SHERMAN                      WY,"-118.5011, 34.2012",2010-04-16,Friday,1250,1017,34.2012,-118.5011
42.0,H,F,Rampart,VIRGIL                       AV,CLINTON                      ST,"-118.2868, 34.0818",2010-09-07,Tuesday,600,212,34.0818,-118.2868
25.0,O,M,Wilshire,WARING,VISTA,"-118.3522, 34.0854",2010-12-10,Friday,2200,702,34.0854,-118.3522
58.0,B,F,Southwest,JEFFERSON                    BL,SAINT ANDREWS                PL,"-118.3119, 34.0256",2010-04-23,Friday,1715,355,34.0256,-118.3119
47.0,O,F,77th Street,SLAUSON                      AV,FIGUEROA                     ST,"-118.2827, 33.9892",2010-10-27,Wednesday,1950,1239,33.9892,-118.2827
26.0,K,M,Olympic,6TH                          ST,NEW HAMPSHIRE                AV,"-118.2929, 34.0636",2010-11-19,Friday,1400,2027,34.0636,-118.2929
65.0,A,M,Foothill,HOLLYWOOD                    WY,GOLDEN STATE                 FY,"-118.3485, 34.2127",2010-09-21,Tuesday,2225,1677,34.2127,-118.3485
25.0,B,M,Pacific,LINCOLN                      BL,ROSE                         AV,"-118.4679, 34.0014",2010-07-10,Saturday,430,1415,34.0014,-118.4679
27.0,H,M,Olympic,VENICE,NORMANDIE,"-118.3008, 34.0437",2010-03-08,Monday,1240,2074,34.0437,-118.3008
26.0,W,M,Wilshire,LA BREA                      AV,4TH                          ST,"-118.344, 34.0669",2010-11-10,Wednesday,1630,737,34.0669,-118.344
19.0,B,F,77th Street,63RD                         ST,OVERHILL                     DR,"-118.3554, 33.9826",2010-02-16,Tuesday,1510,1231,33.9826,-118.3554
26.0,A,M,Pacific,98TH                         ST,AVION                        DR,"-118.3909, 33.9472",2010-12-10,Friday,2300,1496,33.9472,-118.3909
50.0,W,M,N Hollywood,HOLLYWOOD                    FY,VICTORY                      BL,"-118.4013, 34.1867",2010-11-17,Wednesday,825,1524,34.1867,-118.4013
31.0,H,F,Harbor,ANAHEIM                      ST,FRIES                        AV,"-118.2648, 33.7799",2010-09-22,Wednesday,815,525,33.7799,-118.2648
